Month,Year,monthyr,Custom Variable (Value 06),Sessions,Users,Pageviews,Story Visits (Goal 6 Conversion Rate),Streaming Visits (Goal 1 Conversion Rate),Streaming Event (Goal 11 Conversion Rate)
Aug,2014,Aug2014,Delmarva Public Radio,21759,18184,31874,0.31279011,0.000367664,0.053265316
Aug,2014,Aug2014,WMKY,21385,17665,26249,0.171942951,0.006266074,0.01819032
Aug,2014,Aug2014,WAER Syracuse Public Media,21337,17405,31772,0.248019872,0.053662652,0.062051835
Aug,2014,Aug2014,PECONIC PUBLIC BROADCASTING,21203,17102,29494,0.218836957,0.000424468,0.078054992
Aug,2014,Aug2014,KSUT Four Corners,21142,15437,30027,0.149323621,0.065367515,0.17231104
Aug,2014,Aug2014,KTEP,21059,18718,28805,0.213210504,0.000379885,0.053611283
Aug,2014,Aug2014,WQCS FM,20059,15458,28292,0.23754923,0.000348971,0.13475248
Aug,2014,Aug2014,KOSU,18902,12373,31299,0.408104962,0.049412761,0.303142525
Aug,2014,Aug2014,KTTZ,18753,15461,26628,0.209139871,0,0.01621074
Aug,2014,Aug2014,WGLT,18428,10126,35939,0.215758628,0.000651183,0
Aug,2014,Aug2014,KASU,18301,15275,24579,0.34621059,5.46E-05,0.043385607
Aug,2014,Aug2014,WRKF,17910,11173,36705,0.477163596,0.001340034,0.268341709
Aug,2014,Aug2014,WKU Public Radio,17568,13786,31794,0.658071494,0.005122951,0.102345173
Aug,2014,Aug2014,KDLG,17423,11209,33043,0.641278769,0.000573954,0.026229696
Aug,2014,Aug2014,WNMU,17281,14071,27523,0.298998901,0,0.023204676
Aug,2014,Aug2014,WYSU,17249,13414,21670,0,0.137689141,0
Aug,2014,Aug2014,KAWC,17151,14634,22242,0.264124541,0.000408139,0.035683051
Aug,2014,Aug2014,WMOT,17106,14453,23100,0.273471297,0,0.036887642
Aug,2014,Aug2014,WESM,16683,14231,21831,0.214170113,0.003176887,0.030330276
Aug,2014,Aug2014,WSKG Public Media,16495,10006,33516,0.111609579,0.000363747,0
Aug,2014,Aug2014,WMUK,15725,12645,28228,0.687313196,0.000381558,0.094880763
Aug,2014,Aug2014,KAZU,15257,8923,28047,0.369469752,0.368027791,0.148653077
Aug,2014,Aug2014,KUAF 91.3 FM Fayetteville,15004,10013,26550,0.53672354,0.04098907,0.193481738
Aug,2014,Aug2014,WHQR,14997,10051,30282,0.50803494,0.00440088,0.188571048
Aug,2014,Aug2014,KACU,14779,12354,17932,0.18993166,0.001150281,0.054875161
Aug,2014,Aug2014,KWBU,14739,12715,24142,0.774815116,0,0.015265622
Aug,2014,Aug2014,KNBA/KBC,14539,11528,18800,0.064378568,0,0.084943944
Aug,2014,Aug2014,WGTE Public Media,14518,9431,34016,0,0.174541948,0
Aug,2014,Aug2014,KSJD,14202,11685,17388,0.07020138,0.003309393,0.027390508
Aug,2014,Aug2014,WPRL,14116,12280,16206,0.151884387,0,0.018064608
Aug,2014,Aug2014,KCCU,13975,11821,16725,0.237853309,0,0.032415027
Aug,2014,Aug2014,KENW,13848,11905,19551,0.196851531,0.000144425,0.000722126
Aug,2014,Aug2014,WJSU,13787,12015,15316,0.176688185,0,0.007398274
Aug,2014,Aug2014,KAJX,13575,9704,25138,0.599042357,0.009208103,0.121841621
Aug,2014,Aug2014,88.1 WVPE,13360,7586,26180,0.422155689,0.005464072,0.372230539
Aug,2014,Aug2014,Tri States Public Radio,13144,9512,29108,0.706634206,0.049223981,0.054701765
Aug,2014,Aug2014,Utah Public Radio,12973,10269,23717,0.695136052,0.054729053,0.083018577
Aug,2014,Aug2014,KRCU,11572,9613,20294,0.778949188,0.000864155,0.04268925
Aug,2014,Aug2014,WCSU,11127,9469,14137,0.075581918,0,0.027051317
Aug,2014,Aug2014,KUNR Reno Public Radio,10994,6728,23742,0.356285246,0.02737857,0.293432782
Aug,2014,Aug2014,KUSP,9386,5337,15088,0.010441082,0,0
Aug,2014,Aug2014,High Plains Public Radio,9303,6416,17326,0.545952918,0.019886058,0.193915941
Aug,2014,Aug2014,WUCF-FM,8642,6660,12801,0,0.555542698,0
Aug,2014,Aug2014,WNTI,8273,5160,20658,0.184938958,0.000362625,0.272936057
Aug,2014,Aug2014,NIPR Northeast Indiana Public Radio,7970,4609,17355,0.310915935,0.091091593,0.282434128
Aug,2014,Aug2014,WFIT,7558,4822,16251,0.388727177,0.000926171,0.289362265
Aug,2014,Aug2014,Digital Services,7116,5027,16365,0.519955031,0.018830804,0.011382799
Aug,2014,Aug2014,Mississippi Public Broadcasting,7112,5550,13571,0.011107987,0.007733408,0
Aug,2014,Aug2014,KBBI,6926,4888,11522,0.00043315,0,0
Aug,2014,Aug2014,KSFR,6291,3928,14851,0.28803052,0.000158957,0.258305516
Aug,2014,Aug2014,WSIU Public Braodcasting,6290,5147,10664,0.683306836,0,0.013036566
Aug,2014,Aug2014,KUAC,5573,4542,11396,0.715234165,0,0.020635205
Aug,2014,Aug2014,KRCB,5187,3986,12044,0.511856564,0.000578369,0.049932524
Aug,2014,Aug2014,WMNF Tampa,4520,2486,6175,0.344911504,0.215486726,0
Aug,2014,Aug2014,KCND,4237,3604,6327,0.907245693,0,0.004956337
Aug,2014,Aug2014,KWIT,4074,3258,7132,0.57682867,0,0.14359352
Aug,2014,Aug2014,WNIN,1344,1091,2154,0.854166667,0,0.009672619
Aug,2014,Aug2014,PRNDI - NON STATION,1148,974,2357,0.704703833,0.00174216,0
Aug,2014,Aug2014,WAPS,849,799,959,0,0,0
Aug,2014,Aug2014,WYEP,835,756,1188,0,0,0
Aug,2014,Aug2014,WTMD,751,641,1234,0,0,0
Aug,2014,Aug2014,North Country Public Radio,750,687,964,0,0,0
Aug,2014,Aug2014,KAMU,729,579,1569,0.093278464,0.07133059,0.152263374
Aug,2014,Aug2014,WGVU,339,280,690,0,0,0
Aug,2014,Aug2014,WDET,245,216,568,0.004081633,0,0
Aug,2014,Aug2014,WOUB,156,73,658,0,0,0
Aug,2014,Aug2014,WIAA,62,1,1864,0,0,0.790322581
Aug,2014,Aug2014,WICN,40,36,92,0,0,0
Aug,2014,Aug2014,KDFC,27,23,37,0,0,0
Aug,2014,Aug2014,89.9 WWNO,16,3,7,0.0625,0,0.8125
Aug,2014,Aug2014,KMFA,12,11,19,0,0,0
Aug,2014,Aug2014,WXYZ,12,9,30,0.75,0,0
Aug,2014,Aug2014,90.3 Birmingham,9,2,20,0.111111111,0.888888889,0
Jul,2014,Jul2014,WBUR,2649506,1878494,4154801,0.780859904,0.075904716,0
Jul,2014,Jul2014,minnesota public radio,2477318,1372347,4129679,0.587598766,0.158367638,0
Jul,2014,Jul2014,KQED,2189598,1504638,3460064,0.689738938,0.109494528,0
Jul,2014,Jul2014,Southern California Public Radio,1197154,848833,1744820,0.818349185,0.102239979,0
Jul,2014,Jul2014,WHYY,776727,504084,1103905,0.631926018,0.060286304,0
Jul,2014,Jul2014,WAMU 88.5,525608,261082,928142,0.166795406,0.079526948,3.81E-06
Jul,2014,Jul2014,KPBS,517459,379003,843098,0.672737357,0.088731668,0
Jul,2014,Jul2014,Oregon Public Broadcasting,463594,300172,899330,0.322543001,0.014495442,0
Jul,2014,Jul2014,Public Media for North Texas,424591,283892,749819,0.478342687,0.145843883,0.002468258
Jul,2014,Jul2014,KEXP,352239,185144,766046,0.215444627,0.002052584,3.69E-05
Jul,2014,Jul2014,WXPN,327539,223769,979782,0.303111996,0.110533402,4.88E-05
Jul,2014,Jul2014,KUOW,306415,217559,549649,0.601393535,0.119618818,0.106297015
Jul,2014,Jul2014,Michigan Radio,266361,175627,467025,0.630426376,0.001693191,0.154711088
Jul,2014,Jul2014,WFUV,256477,106314,553107,0.007879849,0.475668384,0
Jul,2014,Jul2014,Colorado Public Radio,248313,127197,452654,0.26461764,0.095448084,0.000124842
Jul,2014,Jul2014,Capital Public Radio,247263,165682,451788,0.498275116,0.219608271,0
Jul,2014,Jul2014,Georgia Public Broadcasting,246176,197076,461618,0.545040946,0.029357045,0.00022748
Jul,2014,Jul2014,Vermont Public Radio,232783,131332,459371,0.506617751,0.193472032,0.050484786
Jul,2014,Jul2014,KUT,230580,161070,391258,0.693937028,0.038459537,0.139322578
Jul,2014,Jul2014,Louisville Public Media,223898,152303,370807,0.539593922,0.004618174,0.08452063
Jul,2014,Jul2014,KWGS,214527,92629,252963,0.061763787,0.000139843,0.029944949
Jul,2014,Jul2014,North Carolina Public Radio - WUNC,201864,144104,340646,0.594885666,0.011879285,0.147777712
Jul,2014,Jul2014,KCUR,192961,133995,313857,0.414695197,0.044957271,0.071024715
Jul,2014,Jul2014,NHPR,184477,132219,352623,0.700786548,0.100646693,0.090808068
Jul,2014,Jul2014,WGBH,171636,140411,294419,0.659325549,0.000460276,0.036152089
Jul,2014,Jul2014,ideastream,164470,98595,252196,0.113795829,0.221785128,0
Jul,2014,Jul2014,WNPR,159445,130399,291296,0.827915582,0.248951049,0.084982282
Jul,2014,Jul2014,KPLU,153092,105345,280779,0.551295953,0.216477674,0.09293758
Jul,2014,Jul2014,Houston Public Media,149586,87802,259453,0.148563368,0.285434466,0.199691148
Jul,2014,Jul2014,Indiana Public Media / WFIU,142563,125192,193997,0.001992102,0.000154318,7.01E-06
Jul,2014,Jul2014,St. Louis Public Radio,138641,90800,261348,0.720003462,0.000108193,0.071219913
Jul,2014,Jul2014,Wyoming Public Media,134877,76899,176343,0.16368988,0,0.056540403
Jul,2014,Jul2014,WLRN,130018,99194,240874,0.661400729,0.000646064,0.130166592
Jul,2014,Jul2014,WAMC Northeast Public Radio,124218,81322,244759,0.522017743,0.212360527,0.183338969
Jul,2014,Jul2014,WABE,123556,82425,239194,0.616481595,0.00016187,0.143109197
Jul,2014,Jul2014,NET Radio,114144,97025,158805,0.278253785,0.001848542,0.000113891
Jul,2014,Jul2014,WBGO,111237,44132,289537,0.017494179,0.591916359,0
Jul,2014,Jul2014,KUSC,109817,42411,177548,0,0.203647887,0
Jul,2014,Jul2014,Maine Public Broadcasting Network (MPBN),108638,59993,222415,0.423709936,1.84E-05,0.007538799
Jul,2014,Jul2014,Nashville Public Radio,103228,69503,166668,0.669082032,0.229036695,0
Jul,2014,Jul2014,WKSU,98569,60586,174231,0.273108178,0.149945723,0
Jul,2014,Jul2014,WRVO Public Media,96418,59987,139527,0.21404717,0.112115995,0.105042627
Jul,2014,Jul2014,Boise State Public Radio,86712,69737,153021,0.754624504,0.060971953,0.067476243
Jul,2014,Jul2014,Capital Community Broadcasting,86074,52154,156213,0.818563097,0.000383391,0
Jul,2014,Jul2014,West Virginia Public Broadcasting,83644,62907,148791,0.626213476,0.096026015,0.016785424
Jul,2014,Jul2014,Iowa Public Radio,82998,50247,159864,0.402563917,0.007168847,0.200330128
Jul,2014,Jul2014,Delmarva Public Radio,81999,62993,97195,0.300418298,1.22E-05,0.014341638
Jul,2014,Jul2014,KSTX,81387,53084,143466,0.525464755,0.003784388,0.166500793
Jul,2014,Jul2014,WFAE,78500,52020,150703,0.491808917,0.00011465,0.193006369
Jul,2014,Jul2014,KMUW,76169,50020,107953,0.195341937,0.096863553,0.0406202
Jul,2014,Jul2014,KRWG,75309,54921,97019,0.273154603,3.98E-05,0.016757625
Jul,2014,Jul2014,WESA,73817,52467,129013,0.56936749,0.108105179,0.130674506
Jul,2014,Jul2014,WUWM 89.7 FM - Milwaukee Public Radio,72042,49084,145752,0.62184559,0.100732906,0.137294911
Jul,2014,Jul2014,KUNC,71700,47319,143611,0.504909344,0.239902371,0.189916318
Jul,2014,Jul2014,WMRA,70880,46543,82654,0.1003386,1.41E-05,0.054077314
Jul,2014,Jul2014,KWSU,70470,51105,129088,0.53093515,0.001475805,0.155853555
Jul,2014,Jul2014,KUAZ-AM/FM,67472,41225,155642,0.194080507,0,0.09282369
Jul,2014,Jul2014,KUER,65916,34933,128828,0.498300868,0.007570241,0.168775411
Jul,2014,Jul2014,WDIY,65872,46281,77928,0.112020282,0,0.019887054
Jul,2014,Jul2014,witf,65462,44426,128035,0.591228499,0.158977728,0
Jul,2014,Jul2014,WUSF Public Media,64500,46730,122565,0.829565891,4.65E-05,0.004697674
Jul,2014,Jul2014,KALW,61882,44704,122635,0.525273908,0.097992954,0.131993148
Jul,2014,Jul2014,89.9 WWNO,61283,39824,119235,0.561183362,0.257298109,0.190754369
Jul,2014,Jul2014,WJCT,60264,51128,101006,0.777064251,0.000116156,0.037070224
Jul,2014,Jul2014,WYPR -Your Public Radio,57936,35436,107696,0.441124689,0.161367716,0.171706711
Jul,2014,Jul2014,WRTI,56946,24961,137682,0.157464967,0.563762161,0.457556281
Jul,2014,Jul2014,Nevada Public Radio,54888,35756,107535,0.306150707,0.268146043,0.013245154
Jul,2014,Jul2014,WFYI,54876,30652,120004,0.168707632,0.350699759,0.00069247
Jul,2014,Jul2014,Rhode Island Public Radio,51349,29998,102831,0.60250443,0.154043896,0.083760151
Jul,2014,Jul2014,Jefferson Public Radio,50872,25988,108059,0.343057084,0.228632647,0.187313257
Jul,2014,Jul2014,Cincinnati Public Radio,50812,34662,88613,0.447335275,0.17287255,0.11341809
Jul,2014,Jul2014,WXXI Public Broadcasting,50780,38962,94104,0.707089405,0.098621505,0.06142182
Jul,2014,Jul2014,Illinois Public Media,46177,18400,87373,0.180999199,0.020399766,0
Jul,2014,Jul2014,WNCW,45607,22941,93241,0.101760695,0.486855088,0.239151885
Jul,2014,Jul2014,WUFT-FM,40763,28489,62104,0.300468562,0.001888968,0
Jul,2014,Jul2014,WKAR,39148,25447,70828,0.332839481,0.001736998,0.054868703
Jul,2014,Jul2014,WHRV FM,39131,19652,52712,2.56E-05,0,0
Jul,2014,Jul2014,MTPR,36206,21210,72197,0.383279015,0.281086008,0.25515108
Jul,2014,Jul2014,KGOU,36021,27934,65958,0.489436717,0.114405486,0.107409567
Jul,2014,Jul2014,New England Public Radio,35905,22658,62626,0.383874112,0.336137028,0
Jul,2014,Jul2014,WQED Multimedia,35581,21953,97329,0.064894185,0.107163936,2.81E-05
Jul,2014,Jul2014,KLCC,35011,22761,66925,0.432378395,0.001171061,0.208563023
Jul,2014,Jul2014,WKMS,34525,25926,67827,0.828501086,0.000405503,0.041998552
Jul,2014,Jul2014,WGCU,34138,22520,65090,0.36211846,0.155076454,0.119602789
Jul,2014,Jul2014,WDAV Classical Public Radio,33920,17331,61783,0.098113208,0.00129717,0
Jul,2014,Jul2014,WPSU,33744,26395,59858,0.44040422,0.00151138,0.05535799
Jul,2014,Jul2014,WVTF & RADIO IQ,32956,20184,63896,0.411761136,0.104078165,0.142796456
Jul,2014,Jul2014,WFSU,32734,25718,57592,0.746532657,6.11E-05,0.05950999
Jul,2014,Jul2014,WNKU,32182,18648,60636,0.212416879,0.000155366,0.354235287
Jul,2014,Jul2014,northern public radio,31974,21876,57357,0.408926002,0.000125102,0.216676049
Jul,2014,Jul2014,Interlochen Public Radio,31000,21028,64093,0.402612903,0.115516129,0.134258065
Jul,2014,Jul2014,KUNM,30771,20878,60977,0.319521628,0.081862793,0.186214293
Jul,2014,Jul2014,South Carolina ETV Radio,30196,22824,33260,0,0.415419261,0.003477282
Jul,2014,Jul2014,WYSU,30085,21749,34871,0,0.074954296,0
Jul,2014,Jul2014,Ozarks Public Radio,30017,24101,57139,0.525169071,0.096678549,0.068228004
Jul,2014,Jul2014,KUAR,29816,22386,52486,0.485444057,3.35E-05,0.118258653
Jul,2014,Jul2014,WCBE,29616,22891,55479,0.441990816,0.171697731,0.118989735
Jul,2014,Jul2014,KDLG,29217,17673,60872,0.700824862,0.000239587,0.029263785
Jul,2014,Jul2014,South Dakota Public Broadcasting,29139,20530,83485,0.415456948,0.173719071,0.033700539
Jul,2014,Jul2014,KUVO,28162,16480,56389,0.122221433,0.003089269,0.340565301
Jul,2014,Jul2014,KNAU,27969,20419,43826,0.421073331,3.58E-05,0.195466409
Jul,2014,Jul2014,WUIS,26667,20534,44915,0.549555631,0.098586268,0.084898939
Jul,2014,Jul2014,KBIA,26582,20780,48304,0.536189903,0.002482883,0.107742081
Jul,2014,Jul2014,KVPR,26473,20679,43393,0.518641635,0.038794243,0.103992747
Jul,2014,Jul2014,WBFO,26446,22344,47242,0.775353551,0,0.019171141
Jul,2014,Jul2014,WEMU 89.1,26143,20011,45547,0.399112573,0.034732051,0.126840837
Jul,2014,Jul2014,WSHU,25222,14313,50721,0.350963445,0.005947189,0.360756482
Jul,2014,Jul2014,KCBX,25161,17882,46067,0.404435436,0.014228369,0.152458169
Jul,2014,Jul2014,WCLK,25118,15076,48775,0.104108607,0.000119436,0.409347878
Jul,2014,Jul2014,KRCC,25054,16251,46515,0.316795721,0.000359224,0.157659456
Jul,2014,Jul2014,WYSO,24651,17041,49657,0.496044785,0.00032453,0.224372236
Jul,2014,Jul2014,WUKY,24579,18275,40571,0.441840596,0.004800846,0.128483665
Jul,2014,Jul2014,WMFE,23942,14988,37280,4.18E-05,4.18E-05,0
Jul,2014,Jul2014,White Pine Community Broadcasting,23760,20024,40116,0.582407407,0.038131313,0.045664983
Jul,2014,Jul2014,WBHM 90.3 Birmingham,23196,22230,26491,0.285178479,0.026685635,0
Jul,2014,Jul2014,WCQS,23171,14270,42113,0.21289543,0.016874541,0.332527729
Jul,2014,Jul2014,WFDD,22855,14762,46054,0.476569678,0.004112886,0.288077007
Jul,2014,Jul2014,WBAA,22532,17837,40456,0.487085035,0.003239837,0.087164921
Jul,2014,Jul2014,KVNF,21363,17203,36233,0.379768759,0.09338576,0.099892337
Jul,2014,Jul2014,KANW,21233,14727,35275,0.201761409,0.001789667,0.27819903
Jul,2014,Jul2014,Alabama Public Radio,21068,16961,37031,0.460983482,4.75E-05,0.121321435
Jul,2014,Jul2014,Tri States Public Radio,20856,16523,43052,0.656070196,0.024645186,0.028624856
Jul,2014,Jul2014,Hawaii Public Radio,20555,16612,32674,0.61313549,4.86E-05,0.033617125
Jul,2014,Jul2014,88.9 KETR,19697,15274,34553,0.647611311,0,0.017413819
Jul,2014,Jul2014,KIOS,19627,12883,32744,0.308605492,0,0.303867122
Jul,2014,Jul2014,WUWF,18295,13751,33499,0.392238316,0.001311834,0.163377972
Jul,2014,Jul2014,KPCW 91.9FM,18281,13296,37445,0.333898583,0.135878781,0.150921722
Jul,2014,Jul2014,KRVS,18123,13103,32637,0.337582078,5.52E-05,0.216520444
Jul,2014,Jul2014,WCBU peoria public radio,18007,14529,30016,0.527350475,0.063808519,0.033875715
Jul,2014,Jul2014,WUOT,17937,11086,33875,0.136031666,0.215643642,0.27429336
Jul,2014,Jul2014,Utah Public Radio,17932,14942,31444,0.726299353,0.03474236,0.055208566
Jul,2014,Jul2014,WKNO,17896,13401,27479,0.396289674,0.00352034,0.190713008
Jul,2014,Jul2014,WTEB,17488,13946,27084,0.426120769,0,0.116822964
Jul,2014,Jul2014,NPR Berlin,17114,14333,25930,0.504674535,0,0.081745939
Jul,2014,Jul2014,WEKU,16960,12711,29102,0.386379717,0.102830189,0.143632075
Jul,2014,Jul2014,WGLT,16959,9521,32991,0.244530928,0.000884486,0
Jul,2014,Jul2014,WSKG Public Media,16496,10333,33944,0.108026188,0,0
Jul,2014,Jul2014,WHQR,16298,11059,33308,0.526629034,0.005215364,0.184501166
Jul,2014,Jul2014,KOSU,15601,9986,27061,0.355682328,0.063457471,0.342926735
Jul,2014,Jul2014,WUTC,15257,11744,23904,0.400799633,0,0.165038998
Jul,2014,Jul2014,Red River Radio KDAQ,14649,11172,25658,0.275923271,0,0.1380299
Jul,2014,Jul2014,KAJX,14180,10416,27253,0.657122708,0.008392102,0.10303244
Jul,2014,Jul2014,WQCS FM,13900,10539,22949,0.250431655,7.19E-05,0.188201439
Jul,2014,Jul2014,WNMU,13834,10673,25729,0.395185774,0,0.038600549
Jul,2014,Jul2014,WAER Syracuse Public Media,13753,11341,24730,0.327637606,0.076637824,0.080636952
Jul,2014,Jul2014,WVAS,13486,12089,19247,0.392110337,0,0.061545306
Jul,2014,Jul2014,KSUT Four Corners,13441,9363,20492,0.149691243,0.110259653,0.244847854
Jul,2014,Jul2014,WKU Public Radio,13432,10020,25547,0.654779631,7.44E-05,0.126861227
Jul,2014,Jul2014,WMOT,13381,11987,20035,0.460503699,0,0.036843285
Jul,2014,Jul2014,WMUK,13282,10232,27091,0.653139587,0.000451739,0.107363349
Jul,2014,Jul2014,KAZU,12909,7272,25017,0.309164149,0.409171896,0.148191184
Jul,2014,Jul2014,KTEP,12715,10831,19668,0.329610696,0.000550531,0.088163586
Jul,2014,Jul2014,WRKF,12579,7556,26545,0.421814135,0.003497893,0.323475634
Jul,2014,Jul2014,PECONIC PUBLIC BROADCASTING,12476,10165,20682,0.262984931,8.02E-05,0.134177621
Jul,2014,Jul2014,WGTE Public Media,11554,7110,29730,0,0.208672321,0
Jul,2014,Jul2014,KASU,11314,9707,17466,0.438394909,0,0.067438572
Jul,2014,Jul2014,88.1 WVPE,11100,5113,18703,0.167027027,0.002162162,0.143243243
Jul,2014,Jul2014,KENW,10810,9564,17845,0.31119334,0.000277521,0.001757632
Jul,2014,Jul2014,KUAF 91.3 FM Fayetteville,10310,6615,21851,0.19970902,0.039476237,0.117555771
Jul,2014,Jul2014,KWBU,10059,8808,16624,0.784769858,0.000397654,0.019385625
Jul,2014,Jul2014,WMKY,9967,8739,14922,0.31313334,0.012742049,0.036420187
Jul,2014,Jul2014,WESM,9710,8604,14968,0.367353244,0.006591143,0.053141092
Jul,2014,Jul2014,KTTZ,9361,7739,17473,0.28992629,0.000320479,0.025851939
Jul,2014,Jul2014,High Plains Public Radio,9233,6571,17858,0.562222463,0.025993718,0.177515434
Jul,2014,Jul2014,KRCU,9214,7832,15633,0.765140004,0.001410896,0.054373779
Jul,2014,Jul2014,KNBA/KBC,9069,7183,13931,0.111699195,0.000110266,0.142463337
Jul,2014,Jul2014,WMHT,9027,8065,11861,0.291902072,0,0
Jul,2014,Jul2014,KCCU,8812,7911,11893,0.321720381,0.000907853,0.046754426
Jul,2014,Jul2014,KAWC,8791,7700,11344,0.318507565,0,0.049937436
Jul,2014,Jul2014,KACU,8458,7294,11570,0.30397257,0.0018917,0.073539844
Jul,2014,Jul2014,NIPR Northeast Indiana Public Radio,8343,5229,18404,0.368212873,0.074074074,0.232650126
Jul,2014,Jul2014,WUCF-FM,8132,6294,11894,0,0.578947368,0
Jul,2014,Jul2014,Digital Services,7723,5219,20169,0.514825845,0.020328888,0.013595753
Jul,2014,Jul2014,WSIU Public Braodcasting,7630,6340,13719,0.778768021,0.000131062,0.014941022
Jul,2014,Jul2014,KUSP,7495,4345,11339,0.010140093,0,0
Jul,2014,Jul2014,KSJD,7269,6078,10427,0.127252717,0.006190673,0.056679048
Jul,2014,Jul2014,WJSU,7058,6568,8603,0.139274582,0,0.017852083
Jul,2014,Jul2014,WFIT,6864,4485,14373,0.351981352,0.004370629,0.310606061
Jul,2014,Jul2014,WPRL,6771,6252,7683,0.22581598,0,0.012848914
Jul,2014,Jul2014,KBBI,6612,4415,12789,0.00030248,0.00015124,0
Jul,2014,Jul2014,WCSU,6283,5590,9949,0.123348719,0,0.042973102
Jul,2014,Jul2014,Mississippi Public Broadcasting,5937,4561,11605,0.004379316,0.004716187,0
Jul,2014,Jul2014,KSFR,5757,3762,14285,0.27027966,0,0.217126976
Jul,2014,Jul2014,KUAC,5429,4510,10573,0.716706576,0.000184196,0.020445754
Jul,2014,Jul2014,WMNF Tampa,4718,2742,6473,0.325561679,0.193938109,0
Jul,2014,Jul2014,KUNR Reno Public Radio,4492,2898,7495,0,0.373330365,0
Jul,2014,Jul2014,KRCB,4084,3243,9055,0.612144956,0.00122429,0.038442703
Jul,2014,Jul2014,KWIT,3067,2495,5399,0.641669384,0.000326052,0.140854255
Jul,2014,Jul2014,KCND,3063,2551,4757,0.864511916,0,0.005550114
Jul,2014,Jul2014,WNTI,2537,1684,8165,0.134016555,0.003547497,0.258178952
Jul,2014,Jul2014,WYEP,1340,1229,1870,0.001492537,0,0
Jul,2014,Jul2014,WAPS,1001,917,1201,0,0,0
Jul,2014,Jul2014,WNIN,927,740,1798,0.827400216,0,0.012944984
Jul,2014,Jul2014,PRNDI - NON STATION,795,594,2042,0.586163522,0.013836478,0
Jul,2014,Jul2014,KAMU,743,561,1925,0.053835801,0.047106326,0.142664872
Jul,2014,Jul2014,North Country Public Radio,616,580,720,0,0,0
Jul,2014,Jul2014,WTMD,503,399,835,0,0,0
Jul,2014,Jul2014,WDET,322,286,578,0,0,0
Jul,2014,Jul2014,WGVU,260,209,401,0,0,0
Jul,2014,Jul2014,WIAA,46,1,1704,0,0,0.5
Jul,2014,Jul2014,WICN,39,37,62,0,0,0
Jul,2014,Jul2014,KDFC,36,33,45,0,0,0
Jul,2014,Jul2014,WOUB,30,27,75,0,0,0
Jul,2014,Jul2014,89.9 WWNO,23,3,11,0.086956522,0.043478261,0.652173913
Jul,2014,Jul2014,Chicago Public Media,10,2,481,0,0,0
Jul,2014,Jul2014,KMFA,10,10,12,0,0,0
Jul,2014,Jul2014,88Nine RadioMilwaukee,8,7,10,0,0,0
Jul,2014,Jul2014,90.3 Birmingham,7,1,14,0,1,0
Jul,2014,Jul2014,Wisconsin Public Radio,7,1,20,0.571428571,0,0
Jul,2014,Jul2014,WXYZ,5,5,14,1,0,0
Jul,2014,Jul2014,KXCI,1,1,1,0,0,0
Jul,2014,Jul2014,NPRStations,1,1,42,0,0,0
Jun,2014,Jun2014,WBUR,2360211,1663271,3646665,0.759696908,0.095820247,0
Jun,2014,Jun2014,minnesota public radio,2231989,1206300,3798190,0.560103567,0.170515625,0
Jun,2014,Jun2014,KQED,1977867,1352241,3214094,0.664897084,0.117559472,1.52E-06
Jun,2014,Jun2014,Southern California Public Radio,1009789,724144,1492468,0.771371049,0.112782968,0
Jun,2014,Jun2014,WHYY,812081,556402,1122770,0.611656965,0.054583225,1.23E-06
Jun,2014,Jun2014,KPBS,579997,447875,919784,0.734336557,0.039243306,0
Jun,2014,Jun2014,Oregon Public Broadcasting,546491,358288,1020420,0.372520316,0.01247596,5.49E-06
Jun,2014,Jun2014,WAMU 88.5,465927,227487,832224,0.142706905,0.090458377,1.07E-05
Jun,2014,Jun2014,Public Media for North Texas,440256,301633,801164,0.513498964,0.135548408,0.002073793
Jun,2014,Jun2014,KEXP,325320,166231,714463,0.187126522,0.000196729,3.07E-05
Jun,2014,Jun2014,Michigan Radio,321287,225095,528774,0.675726064,0.001160956,0.13137164
Jun,2014,Jun2014,KUT,302603,215559,520198,0.773035958,0.067540639,0.110259978
Jun,2014,Jun2014,KUOW,301769,210721,559121,0.608143978,0.122186176,0.109474466
Jun,2014,Jun2014,WXPN,270553,200196,768910,0.352718321,0.126459511,5.17E-05
Jun,2014,Jun2014,WFUV,252372,101124,544134,0.010587545,0.474260219,0
Jun,2014,Jun2014,Colorado Public Radio,212677,107533,389118,0.198418259,0.098130028,6.11E-05
Jun,2014,Jun2014,Georgia Public Broadcasting,208050,161647,417861,0.475313627,0.028589281,0.000302812
Jun,2014,Jun2014,Vermont Public Radio,199116,108255,408096,0.48964925,0.20304747,0.053210189
Jun,2014,Jun2014,North Carolina Public Radio - WUNC,177510,130481,301822,0.605340544,0.055799673,0.160914878
Jun,2014,Jun2014,Louisville Public Media,173923,109275,304904,0.470725551,0.006008406,0.103729811
Jun,2014,Jun2014,Capital Public Radio,164451,95494,348851,0.344886927,0.331271929,0
Jun,2014,Jun2014,KPLU,162889,113355,297848,0.593594411,0.204065345,0.088219585
Jun,2014,Jun2014,Houston Public Media,146290,88483,254457,0.150119625,0.277660811,0.193177934
Jun,2014,Jun2014,ideastream,145950,85137,221452,0.125227818,0.229304556,0
Jun,2014,Jun2014,NHPR,137998,94216,284249,0.682017131,0.141248424,0.122124958
