Month,Year,monthyr,Custom Variable (Value 06),Sessions,Users,Pageviews,Story Visits (Goal 6 Conversion Rate),Streaming Visits (Goal 1 Conversion Rate),Streaming Event (Goal 11 Conversion Rate)
Jun,2015,Jun2015,South Dakota Public Broadcasting,38933,28708,108526,0.538052552,0.104435826,0.042637351
Jun,2015,Jun2015,WMHT,37526,24745,69435,0.067792997,0.130069818,0
Jun,2015,Jun2015,New England Public Radio,37165,23254,70958,0.381003632,0.320758778,0.000242163
Jun,2015,Jun2015,WOSU Public Media,37109,26084,63568,0.681317201,0.000538953,0.106200652
Jun,2015,Jun2015,KLCC,36161,24754,59565,0.570697713,0.001161472,0.025165233
Jun,2015,Jun2015,WQED Multimedia,35246,21476,93271,0.081739772,0.103018782,0
Jun,2015,Jun2015,WHRV FM,35106,12413,47207,0,0,0
Jun,2015,Jun2015,WKAR,34916,22198,66964,0.380656433,0.001174247,0.106799175
Jun,2015,Jun2015,Mississippi Public Broadcasting,33735,22070,70107,0.267674522,0.098532681,0.015918186
Jun,2015,Jun2015,WKMS,32789,25806,65140,0.791606941,0.000243984,0.041995791
Jun,2015,Jun2015,WFSU,32674,26572,49297,0.855083553,0,0.041959968
Jun,2015,Jun2015,KGOU,32355,24660,54612,0.631772524,0.144398084,0.024972956
Jun,2015,Jun2015,WDDE,32296,26495,49094,0.876362398,0.002105524,0.003777558
Jun,2015,Jun2015,KWGS,31862,20467,59116,0.411838554,0.001192643,0.213545917
Jun,2015,Jun2015,WNKU,31556,16886,54895,0.211116745,0.000190138,0.357364685
Jun,2015,Jun2015,KRWG,31368,22755,60435,0.568254272,0,0.062802856
Jun,2015,Jun2015,WDAV Classical Public Radio,30889,15351,54968,0.121240571,0.002589919,0.001068341
Jun,2015,Jun2015,northern public radio,29559,19048,53985,0.566832437,0,0.228762813
Jun,2015,Jun2015,WGCU,28911,18560,55620,0.454186988,0.214555014,0.157102833
Jun,2015,Jun2015,KBIA,28469,21149,51092,0.642558572,0.137166743,0.123748639
Jun,2015,Jun2015,KDLG,27701,14399,70904,0.655932999,0.000108299,0.050647991
Jun,2015,Jun2015,KNAU,27517,18623,45655,0.534942036,3.63E-05,0.218410437
Jun,2015,Jun2015,KUNM,26856,17071,53807,0.348972297,0.085679178,0.113047364
Jun,2015,Jun2015,WFDD,26829,16816,50064,0.452756346,0.002050021,0.291773827
Jun,2015,Jun2015,WSHU,26740,14449,51669,0.298242334,0.005609574,0.391772625
Jun,2015,Jun2015,KUVO,23945,12364,49328,0.137774066,0.002547505,0.366757152
Jun,2015,Jun2015,WBHM 90.3 Birmingham,23924,19184,32825,0.220489885,0.017304799,0.07887477
Jun,2015,Jun2015,WYSO,23463,16392,40502,0.552699996,0,0.086604441
Jun,2015,Jun2015,WHQR,23171,16330,42291,0.475853437,0.003279962,0.169263303
Jun,2015,Jun2015,WCLK,23136,12963,43243,0.208290111,0.000129668,0.398340249
Jun,2015,Jun2015,KUAR,23027,16509,40744,0.65197377,0.149042428,0.115820558
Jun,2015,Jun2015,KOSU,22919,17053,39019,0.50010908,0.015140277,0.197434443
Jun,2015,Jun2015,South Carolina ETV Radio,22883,14967,43657,0.337630555,0.000131102,0.301271686
Jun,2015,Jun2015,Hawaii Public Radio,22542,18046,36554,0.785067873,8.87E-05,0.011267856
Jun,2015,Jun2015,Interlochen Public Radio,22538,14773,41770,0.415254237,0.172331174,0.19438282
Jun,2015,Jun2015,KCBX,21566,13867,36769,0.358898266,0.009042011,0.02661597
Jun,2015,Jun2015,KRCC,20352,12164,40419,0.285426494,0.000196541,0.144310142
Jun,2015,Jun2015,WCBE,20345,14299,39735,0.443352175,0.217547309,0.163873188
Jun,2015,Jun2015,WMRA,20164,14142,30528,0.480013886,9.92E-05,0.164699464
Jun,2015,Jun2015,WCQS,19727,10786,41510,0.237390379,0.021594769,0.310538855
Jun,2015,Jun2015,WGLT,19616,11582,43639,0.285736134,0.007238989,0.000458809
Jun,2015,Jun2015,88.9 KETR,19535,14941,28873,0.874430509,0,0.003839263
Jun,2015,Jun2015,WSKG Public Media,19457,12593,41268,0.189443388,0.000513954,0.00267256
Jun,2015,Jun2015,Ozarks Public Radio,18747,13677,37755,0.594175068,0.127113672,0.119325759
Jun,2015,Jun2015,WDET,18520,6580,22955,0,0,0.307559395
Jun,2015,Jun2015,WUOT,17602,9128,33269,0.224747188,0.11027156,0.403306442
Jun,2015,Jun2015,Tri States Public Radio,17341,13355,28874,0.840781962,0.047690445,0.039790093
Jun,2015,Jun2015,KAJX,17122,13531,28282,0.776603201,0.028676556,0.049059689
Jun,2015,Jun2015,WCBU peoria public radio,17116,12754,29929,0.535230194,0.117667679,0.066136948
Jun,2015,Jun2015,Alabama Public Radio,16807,12994,30077,0.524126852,0.00910335,0.143868626
Jun,2015,Jun2015,WUKY,16007,10691,26836,0.513275442,0.003061161,0.026300993
Jun,2015,Jun2015,Utah Public Radio,15865,12501,26554,0.778569177,0.077844311,0.0433659
Jun,2015,Jun2015,WGTE Public Media,15777,9792,39456,0,0.161057235,0
Jun,2015,Jun2015,WUWF,15445,10914,26040,0.494464228,0.001748139,0.175072839
Jun,2015,Jun2015,KPBX,15387,9933,29498,0.475336323,0.114577241,0.208812634
Jun,2015,Jun2015,WNMU,15273,11639,31577,0.487199633,0,0.058731094
Jun,2015,Jun2015,WMUK,15125,11572,25725,0.741024793,0.000396694,0.098380165
Jun,2015,Jun2015,KUAF 91.3 FM Fayetteville,14397,9201,25730,0.56143641,0.009168577,0.202889491
Jun,2015,Jun2015,WBAA,14233,9630,24830,0.506498981,0.004847889,0.188575845
Jun,2015,Jun2015,WPSU,13807,11278,27078,0.704859854,0.002245238,0.011588325
Jun,2015,Jun2015,KVNF,13566,9302,27680,0.366209642,0.159369011,0.191803037
Jun,2015,Jun2015,KIOS,13391,7216,23707,0.283922037,0.000224031,0.214621761
Jun,2015,Jun2015,WEKU,13237,7102,24044,0.292437864,0.151998187,0.291153585
Jun,2015,Jun2015,WTEB,12967,9668,23023,0.522248785,0.000154238,0.164263129
Jun,2015,Jun2015,Delmarva Public Radio,12814,10760,19765,0.627672858,0.000234119,0.082175745
Jun,2015,Jun2015,KAZU,12365,6535,23332,0.277315002,0.365305297,0.374201375
Jun,2015,Jun2015,WEMU 89.1,12113,8098,24091,0.29422934,0.259060513,0.203087592
Jun,2015,Jun2015,KANW,11880,7141,19586,0.079882155,0.002609428,0.250757576
Jun,2015,Jun2015,WKNO,11158,6711,18267,0.354364581,0.003226385,0.359473024
Jun,2015,Jun2015,KPCW 91.9FM,11010,6256,26084,0.261307902,0.318710263,0.151498638
Jun,2015,Jun2015,White Pine Community Broadcasting,10919,8020,20283,0.590896602,0.050462497,0.013645938
Jun,2015,Jun2015,NIPR Northeast Indiana Public Radio,10602,6620,20792,0.409545369,0.07026976,0.244576495
Jun,2015,Jun2015,KRVS,10361,5403,23106,0.282598205,0.000386063,0.20104237
Jun,2015,Jun2015,KUNR Reno Public Radio,10159,5772,17814,0.376316567,0,0.053056403
Jun,2015,Jun2015,Red River Radio KDAQ,10126,6443,25771,0.379024294,9.88E-05,0.204720521
Jun,2015,Jun2015,KSUT Four Corners,9980,5500,17516,0.173346693,0.146092184,0.400400802
Jun,2015,Jun2015,88.1 WVPE,9765,4834,16950,0.262160778,0.002867384,0.495135689
Jun,2015,Jun2015,WRKF,9434,5259,17354,0.370998516,0.001271995,0.050243799
Jun,2015,Jun2015,KTEP,9137,6670,15996,0.450694976,0.000875561,0.188464485
Jun,2015,Jun2015,High Plains Public Radio,9127,6408,16348,0.555604251,0.036266024,0.10222417
Jun,2015,Jun2015,WUTC,8738,5666,15913,0.387502861,0.009498741,0.284618906
Jun,2015,Jun2015,KUSP,8671,5377,14602,0.086379887,0,0.052704417
Jun,2015,Jun2015,WNTI,8341,4303,20798,0.191343964,0.001079007,0.294089438
Jun,2015,Jun2015,WUCF-FM,8185,5696,13618,0,0.597189982,0.021502749
Jun,2015,Jun2015,WKU Public Radio,8168,5929,13790,0.574926543,0.000244858,0.181072478
Jun,2015,Jun2015,Digital Services,8028,5446,16993,0.350772297,0.017563528,0.013079223
Jun,2015,Jun2015,WFIT,7124,3787,17628,0.285794497,0.001403706,0.334503088
Jun,2015,Jun2015,WEAA-FM,6922,4738,16540,0.17899451,0.008812482,0.251516903
Jun,2015,Jun2015,WQCS FM,6881,3619,13686,0.18311292,0.000290655,0.417381195
Jun,2015,Jun2015,KSFR,6877,4291,15638,0.352333867,0.000145412,0.043187436
Jun,2015,Jun2015,WYSU,6836,4804,10553,0.000292569,0.31348742,0
Jun,2015,Jun2015,KUMD,6833,3764,16653,0.293136251,0.077418411,0.256256403
Jun,2015,Jun2015,WDIY,6821,4826,12949,0.193080194,0.000146606,0.146166251
Jun,2015,Jun2015,KBBI,6379,4982,9930,0.000313529,0,0.000313529
Jun,2015,Jun2015,WSIU Public Broadcasting,6308,4699,13395,0.703551046,0.000951173,0.024413443
Jun,2015,Jun2015,WMNF Tampa,6239,3128,8764,0.442538868,0.240102581,0
Jun,2015,Jun2015,KNBA KBC,6091,3963,11688,0.380233131,0.000820883,0.146609752
Jun,2015,Jun2015,KVCR,5894,3925,16958,0.405327452,0,0.034781133
Jun,2015,Jun2015,PECONIC PUBLIC BROADCASTING,5862,4139,12623,0.298021153,0.004094166,0.23217332
Jun,2015,Jun2015,WMOT,5545,4806,9145,0.528223625,0,0.038052299
Jun,2015,Jun2015,KRCB,5204,3849,11123,0.538239816,0.033627978,0.087624904
Jun,2015,Jun2015,KENW,5183,4117,10851,0.149141424,0.000385877,0
Jun,2015,Jun2015,WMKY,5177,4199,10363,0.539115318,0.014680317,0.075719529
Jun,2015,Jun2015,KRCU,4967,4068,9376,0.718139722,0.066237165,0.008858466
Jun,2015,Jun2015,Northstate Public Radio,4831,2447,11975,0.249016767,0.018008694,0.40467812
Jun,2015,Jun2015,WVIK,4432,2960,10054,0.465027076,0,0.202391697
Jun,2015,Jun2015,KTTZ,4221,2833,8844,0.206349206,0,0.070362473
Jun,2015,Jun2015,KWBU,4111,2966,8392,0.552663586,0.158112381,0.06616395
Jun,2015,Jun2015,KAWC,4068,3256,7997,0.380776794,0.118731563,0.037610619
Jun,2015,Jun2015,WESM,3973,3206,7361,0.422099169,0.014095142,0.07550969
Jun,2015,Jun2015,KSJD,3972,2800,7129,0.427744209,0.007049345,0.097180262
Jun,2015,Jun2015,KASU,3893,2911,6139,0.29077832,0,0.202157719
Jun,2015,Jun2015,KACU,3876,2994,6352,0.368421053,0,0.181372549
Jun,2015,Jun2015,Georgia Public Broadcasting,3754,2777,10538,0.04954715,0,0
Jun,2015,Jun2015,KUAC,3657,2833,6430,0.676510801,0,0.043478261
Jun,2015,Jun2015,ideastream,3595,3133,5734,0.177746871,0.052851182,0
Jun,2015,Jun2015,WVAS,3460,2756,7294,0.346531792,0,0.143641618
Jun,2015,Jun2015,KEDM,3423,2530,8714,0.747589833,0.001460707,0.051416886
Jun,2015,Jun2015,KCCU,3122,2417,4835,0.256886611,0.004163997,0.166559898
Jun,2015,Jun2015,KWIT,2909,2216,5216,0.618769337,0,0.086971468
Jun,2015,Jun2015,WCSU,2561,1979,5939,0.225302616,0,0.124560718
Jun,2015,Jun2015,WJSU,2462,2174,3231,0.097887896,0,0.042648253
Jun,2015,Jun2015,WTMD,1836,1511,3596,0,0,0
Jun,2015,Jun2015,KCND,1426,1072,2226,0.800140252,0,0.003506311
Jun,2015,Jun2015,WYEP,1425,1257,2542,0.002807018,0.000701754,0.001403509
Jun,2015,Jun2015,WPRL,1177,1085,1437,0.207306712,0,0.0144435
Jun,2015,Jun2015,WNIN,1026,819,2370,0.810916179,0.002923977,0.009746589
Jun,2015,Jun2015,KAMU,666,467,1709,0.055555556,0.031531532,0.234234234
Jun,2015,Jun2015,North Country Public Radio,620,527,1139,0,0,0
Jun,2015,Jun2015,NPR Berlin,251,171,319,0.051792829,0,0.163346614
Jun,2015,Jun2015,WICN,228,166,818,0,0,0
Jun,2015,Jun2015,WAPS,219,206,362,0,0,0
Jun,2015,Jun2015,WSIU Public Braodcasting,175,158,373,0.622857143,0,0.034285714
Jun,2015,Jun2015,WOUB,98,62,439,0,0,0
Jun,2015,Jun2015,NPRStations,81,29,1608,0.074074074,0.024691358,0
Jun,2015,Jun2015,WGVU,31,21,39,0,0,0
Jun,2015,Jun2015,88Nine RadioMilwaukee,18,17,23,0,0.111111111,0
Jun,2015,Jun2015,KDFC,11,11,15,0,0,0
Jun,2015,Jun2015,WEOS,11,4,280,0.272727273,0.090909091,0.181818182
Apr,2015,Apr2015,KQED,3064928,2203206,4543069,0.723385672,0.091882093,0.09005236
Apr,2015,Apr2015,WBUR,2698410,1865111,4208424,0.797134979,0.078401725,1.19E-05
Apr,2015,Apr2015,minnesota public radio,2637813,1566020,4194626,0.641044305,0.11352738,0
Apr,2015,Apr2015,Southern California Public Radio,1145648,841927,1641987,0.767482682,0.101996425,0
Apr,2015,Apr2015,WAMU 88.5,983285,478796,1777752,0.083687842,0.216407247,0
Apr,2015,Apr2015,WHYY,786786,515030,1172182,0.503546072,0.098855343,0
Apr,2015,Apr2015,Chicago Public Media,619064,461007,2173624,0.597624801,0.022954008,0
Apr,2015,Apr2015,Oregon Public Broadcasting,590235,394276,1113232,0.537745135,0.00727168,0
Apr,2015,Apr2015,KPBS,506834,370261,844449,0.67914544,0.104608215,0
Apr,2015,Apr2015,Public Media for North Texas,460662,317749,770933,0.514804781,0.158378594,0.000186688
Apr,2015,Apr2015,Vermont Public Radio,441598,312946,649249,0.72472475,0.151329943,0.001662145
Apr,2015,Apr2015,KEXP,429864,216559,760076,0.156919398,0.00350576,5.82E-05
Apr,2015,Apr2015,KUOW,426207,322865,603083,0.738612928,0.074447393,0.112762109
Apr,2015,Apr2015,Colorado Public Radio,374660,200999,608096,0.408842684,0.080803929,0
Apr,2015,Apr2015,Michigan Radio,350777,252196,524641,0.771723916,0.001314225,0.057030535
Apr,2015,Apr2015,WABE,315858,235647,532944,0.80585263,7.28E-05,0.056993966
Apr,2015,Apr2015,WXPN,291981,213936,768183,0.333853915,0.138118576,3.42E-05
Apr,2015,Apr2015,KUT,282678,218140,410337,0.736555374,0.003788763,0.102611452
Apr,2015,Apr2015,Indiana Public Media / WFIU,263933,223213,363470,0.084343375,0.000140187,1.14E-05
Apr,2015,Apr2015,Capital Public Radio,228887,149274,417698,0.416340814,0.239122362,0
Apr,2015,Apr2015,St. Louis Public Radio,217115,156754,323106,0.854745181,0.000764572,0.037970661
Apr,2015,Apr2015,KCUR,206264,153146,304065,0.7050479,0.124917581,0.007950975
Apr,2015,Apr2015,NHPR,203522,145272,342921,0.697069604,0.123608259,0.105905013
Apr,2015,Apr2015,WGBH,191906,150143,299176,0.681062604,0.002047878,0.011609851
Apr,2015,Apr2015,KPLU,188589,115022,280499,0.418873847,0.126767733,0.102444999
Apr,2015,Apr2015,Houston Public Media,182200,111619,295266,0.140554336,0.230548847,0.175043908
Apr,2015,Apr2015,WFUV,166450,62855,291084,0.051727245,0.641039351,0
Apr,2015,Apr2015,Louisville Public Media,160018,101500,260251,0.020653926,0.018360434,8.12E-05
Apr,2015,Apr2015,KUSC,152115,57064,265617,0.016106235,0.192492522,0
Apr,2015,Apr2015,North Carolina Public Radio - WUNC,141147,98417,212643,0.572296967,0.00413753,0.187605829
Apr,2015,Apr2015,WAMC Northeast Public Radio,138751,87514,265271,0.485387493,0.258563902,0.214621877
Apr,2015,Apr2015,WNPR,134863,98885,208822,0.750457872,0.003114272,0.011789742
Apr,2015,Apr2015,WBGO,128710,53457,328628,0.091383731,0.602276435,0
Apr,2015,Apr2015,West Virginia Public Broadcasting,123742,97110,177150,0.78067269,0.083682177,0.002084983
Apr,2015,Apr2015,Maine Public Broadcasting Network (MPBN),122503,71501,220138,0.468355877,1.63E-05,0.00173057
Apr,2015,Apr2015,WLRN,121860,89069,208843,0.58323486,0.000697522,0.149031676
Apr,2015,Apr2015,Iowa Public Radio,104762,66555,200383,0.455985949,0.008371356,0.162625761
Apr,2015,Apr2015,WKSU,103675,63105,195457,0.231087533,0.139879431,0
Apr,2015,Apr2015,NET Radio,103431,72285,180513,0.177190591,0.002504085,9.67E-05
Apr,2015,Apr2015,KUER,99928,62838,155783,0.632295253,0.007065087,0.123789128
Apr,2015,Apr2015,witf,96015,70353,171662,0.637504557,0.115169505,0
Apr,2015,Apr2015,KUNC,93079,65309,156142,0.494160874,0.213958036,0.176677876
Apr,2015,Apr2015,WUWM 89.7 FM - Milwaukee Public Radio,92471,63298,144987,0.692087249,0.190135286,0.075710223
Apr,2015,Apr2015,Capital Community Broadcasting,92185,51603,161911,0.735781309,0.000357976,0
Apr,2015,Apr2015,KSTX,89193,63675,139752,0.635520725,0.002432926,0.136793246
Apr,2015,Apr2015,KALW,88636,66957,152030,0.647603682,0.074236202,0.09084345
Apr,2015,Apr2015,Nashville Public Radio,88452,54073,171099,0.505200561,0.27333469,0.118798897
Apr,2015,Apr2015,Rhode Island Public Radio,86466,56316,143654,0.751463003,0.051511577,0.085432424
Apr,2015,Apr2015,WYPR Your Public Radio,84529,53824,143906,0.457547114,0.127849614,0.192052432
Apr,2015,Apr2015,KUAZ-AM/FM,80750,48237,174528,0.105325077,8.67E-05,0.107083591
Apr,2015,Apr2015,Nevada Public Radio,78223,54667,147529,0.003477238,0.001955946,0
Apr,2015,Apr2015,WFAE,77249,52213,135994,0.529120118,0.000414245,0.18809305
Apr,2015,Apr2015,WRTI,75285,31693,167725,0.177100352,0.561864913,0.447911271
Apr,2015,Apr2015,Wyoming Public Media,72859,52745,107995,0.636366132,1.37E-05,0.133175037
Apr,2015,Apr2015,WXXI Public Broadcasting,71380,44892,107821,0.554300925,0.0979406,0.093135332
Apr,2015,Apr2015,WESA,69693,48433,113882,0.60063421,0.097054224,0.134618972
Apr,2015,Apr2015,KWSU,69605,48104,117970,0.538194095,0.000991308,0.189282379
Apr,2015,Apr2015,Boise State Public Radio,69361,51151,117346,0.705180144,0.14852727,0.117558859
Apr,2015,Apr2015,WUSF Public Media,66641,47245,122856,0.843534761,0.000360139,0.005041941
Apr,2015,Apr2015,WUFT-FM,66513,51467,98393,0.707711274,0.000856975,0
Apr,2015,Apr2015,MTPR,62452,36784,131901,0.530055082,0.250288221,0.114071607
Apr,2015,Apr2015,Cincinnati Public Radio,61605,41051,103535,0.557665774,0.258664069,0.014284555
Apr,2015,Apr2015,89.9 WWNO New Orleans Public Radio,58799,31403,109174,0.436776136,0.354087655,0.238337387
Apr,2015,Apr2015,Jefferson Public Radio,51368,24022,100880,0.29927192,0.297772933,0.223913721
Apr,2015,Apr2015,WRVO Public Media,50501,30798,88891,0.491495218,0.264073979,0.215025445
Apr,2015,Apr2015,KBIA,46476,35800,75590,0.724051123,0.096436871,0.084968586
Apr,2015,Apr2015,WNCW,45600,22062,94066,0.077631579,0.500701754,0.19370614
Apr,2015,Apr2015,WFYI,44195,39481,58189,0.957574386,0.000113135,0
Apr,2015,Apr2015,WBFO,43355,30561,73659,0.63928036,0.036074271,0.163787337
Apr,2015,Apr2015,WVTF & RADIO IQ,43348,27525,73040,0.486020116,0.11080096,0.248246747
Apr,2015,Apr2015,WMFE,43027,21702,78527,0.001371232,0.00018593,0.195853766
Apr,2015,Apr2015,Illinois Public Media,42310,21139,85641,0.216828173,0.160009454,0
Apr,2015,Apr2015,WMHT,42030,27510,74240,0.131596479,0.130597192,0
Apr,2015,Apr2015,WKAR,41745,27189,74461,0.354389747,0.001054018,0.056461852
Apr,2015,Apr2015,KWGS,41030,25286,66076,0.275895686,0.000901779,0.178381672
Apr,2015,Apr2015,WJCT,40833,34124,65291,0.76374501,0.00036735,0.043273823
Apr,2015,Apr2015,WQED Multimedia,40341,24267,102148,0.069061253,0.093180635,0
Apr,2015,Apr2015,New England Public Radio,39776,25327,67734,0.439435841,0.333970233,0.000402253
Apr,2015,Apr2015,KVPR,37602,29844,58831,0.591378118,0.031008989,0.089809053
Apr,2015,Apr2015,KRWG,36736,27181,61709,0.543390679,8.17E-05,0.038055314
Apr,2015,Apr2015,KGOU,36647,27022,66985,0.506480749,0.126804377,0.093268207
Apr,2015,Apr2015,WHRV FM,35173,12215,47287,0,0,0
Apr,2015,Apr2015,Tri States Public Radio,35037,30013,53941,0.907383623,0.024945058,0.020378457
Apr,2015,Apr2015,KMUW,34518,21350,66877,0.384610928,0.257401935,0.091024972
Apr,2015,Apr2015,WFDD,34479,23494,64793,0.494329882,0.001305142,0.219089881
Apr,2015,Apr2015,WFSU,34125,26765,52166,0.827164835,0,0.044190476
Apr,2015,Apr2015,KLCC,33716,22312,62359,0.414550955,0.001097402,0.028532448
Apr,2015,Apr2015,WNKU,33123,16731,59305,0.154726323,9.06E-05,0.386136521
Apr,2015,Apr2015,WDAV Classical Public Radio,32793,17048,56501,0.13179642,0.002226085,0
Apr,2015,Apr2015,South Dakota Public Broadcasting,31866,22015,112113,0.341115923,0.169616519,0.023755727
Apr,2015,Apr2015,WGCU,31508,19204,59245,0.310333883,0.217849435,0.177002666
Apr,2015,Apr2015,88.9 KETR,31394,24058,44251,0.878034019,0,0.001911193
Apr,2015,Apr2015,KUVO,29919,16454,58445,0.137003242,0.002941275,0.368762325
Apr,2015,Apr2015,KUNM,28789,18080,58544,0.333842787,0.072597173,0.20660669
Apr,2015,Apr2015,WCLK,28771,16685,52942,0.18546453,0.000278058,0.371658962
Apr,2015,Apr2015,northern public radio,28423,17790,54014,0.449143299,0,0.256095416
Apr,2015,Apr2015,KNAU,28328,19613,41981,0.513590794,0.000141203,0.22779582
Apr,2015,Apr2015,Mississippi Public Broadcasting,27421,17127,55978,0.298530323,0.13493308,0
Apr,2015,Apr2015,KRCC,27040,16477,47373,0.278365385,0.000110947,0.202884615
Apr,2015,Apr2015,Ozarks Public Radio,26955,20179,50696,0.637432758,0.106251159,0.116787238
Apr,2015,Apr2015,Interlochen Public Radio,26912,18628,48966,0.488666766,0.130759512,0.144099287
Apr,2015,Apr2015,WCBE,26892,19692,51646,0.406998364,0.178752045,0.131600476
Apr,2015,Apr2015,WSHU,26298,13920,47274,0.28732223,0.004829265,0.419537607
Apr,2015,Apr2015,KUAR,25709,18353,49287,0.577190867,0.147769264,0.104904897
Apr,2015,Apr2015,WYSO,24837,17195,44136,0.529733865,8.05E-05,0.044127713
Apr,2015,Apr2015,KCBX,24793,16717,42755,0.442866938,0.010809503,0.169725326
Apr,2015,Apr2015,WKMS,24446,18310,45158,0.742657285,0.000449971,0.057269083
Apr,2015,Apr2015,WUIS,23980,16279,46681,0.623894912,0.135904921,0.103002502
Apr,2015,Apr2015,WSKG Public Media,22976,15122,44915,0.191939415,0.000217618,0.002350279
Apr,2015,Apr2015,WCQS,22273,12821,37156,0.243658241,0.010595789,0.327661294
Apr,2015,Apr2015,WBAA,21266,15412,36312,0.479826954,0.003244616,0.145208314
Apr,2015,Apr2015,WDET,21004,8569,30229,9.52E-05,0,0.263235574
Apr,2015,Apr2015,WMRA,20377,13473,30848,0.328360406,9.81E-05,0.218579771
Apr,2015,Apr2015,WGLT,19916,11015,39154,0.318136172,0.004267925,0
Apr,2015,Apr2015,WUKY,19888,14013,32079,0.420152856,0.005128721,0.019609815
Apr,2015,Apr2015,WVIA,19667,13384,41394,0.007423603,0.138862053,0
Apr,2015,Apr2015,Utah Public Radio,19409,15090,32568,0.773507136,0.089443042,0.054098614
Apr,2015,Apr2015,WBHM 90.3 Birmingham,19245,18058,29236,0.39833723,0.024110158,0
Apr,2015,Apr2015,Alabama Public Radio,19120,14907,31226,0.497280335,0.000313808,0.131589958
Apr,2015,Apr2015,KOSU,18976,12951,30587,0.42669688,0.02387226,0.254215852
Apr,2015,Apr2015,South Carolina ETV Radio,18921,11001,42392,0.250303895,0.000211405,0.331324983
Apr,2015,Apr2015,WUOT,18902,10718,30931,0.127658449,0.104168871,0.355041795
Apr,2015,Apr2015,WUWF,18429,13695,30051,0.449400402,0.000922459,0.145368712
Apr,2015,Apr2015,Hawaii Public Radio,18338,14823,29055,0.595266659,0,0.038281165
Apr,2015,Apr2015,KIOS,18332,10576,37548,0.212851844,5.45E-05,0.350480035
Apr,2015,Apr2015,KDLG,18213,9394,42168,0.636193927,0.000109812,0.024378191
Apr,2015,Apr2015,WMUK,17919,13756,29646,0.739326971,0.00033484,0.102740108
Apr,2015,Apr2015,WEMU 89.1,17860,12823,33774,0.282642777,0.177995521,0.13712206
Apr,2015,Apr2015,WOSU Public Media,17837,12918,39377,0.617256265,5.61E-05,0.09138308
Apr,2015,Apr2015,WCBU peoria public radio,17664,12987,30160,0.54834692,0.119112319,0.06029212
Apr,2015,Apr2015,KVNF,16707,11817,31111,0.349015383,0.192374454,0.191596337
Apr,2015,Apr2015,WTEB,16417,12990,24120,0.456234391,0.000182737,0.126880672
Apr,2015,Apr2015,WHQR,16350,9650,30871,0.457431193,0.003853211,0.274862385
Apr,2015,Apr2015,WEKU,16163,10460,26879,0.347398379,0.147992328,0.215182825
Apr,2015,Apr2015,WNMU,16115,11801,30854,0.452001241,0.000124108,0.045982004
Apr,2015,Apr2015,KUAF 91.3 FM Fayetteville,15881,10314,28145,0.559158743,0.010578679,0.1833008
Apr,2015,Apr2015,KPCW 91.9FM,15351,10366,30060,0.306364406,0.248974008,0.121099603
Apr,2015,Apr2015,KRVS,15137,8862,28334,0.25672194,0.00019819,0.325890203
Apr,2015,Apr2015,WGTE Public Media,15118,9184,41366,0,0.179653393,0
Apr,2015,Apr2015,WKNO,14938,10018,23043,0.304123711,0.003547998,0.243406078
Apr,2015,Apr2015,KANW,14748,9748,24583,0.086859235,0.002237592,0.08096013
Apr,2015,Apr2015,White Pine Community Broadcasting,14671,11308,25693,0.545225274,0.040965169,0.010019767
Apr,2015,Apr2015,WDIY,14520,10896,21241,0.133884298,0.000137741,0.081198347
Apr,2015,Apr2015,WPSU,14237,10172,31443,0.555875536,0.003020299,0.128678795
Apr,2015,Apr2015,WKU Public Radio,13274,10472,20297,0.702049119,0,0.018231129
Apr,2015,Apr2015,KSUT Four Corners,12763,7500,20647,0.176447544,0.117605579,0.335422706
Apr,2015,Apr2015,WDDE,12586,8731,24282,0.53972668,0.009375497,0.007230256
Apr,2015,Apr2015,KTEP,12449,9752,19954,0.428307495,0.000321311,0.118001446
Apr,2015,Apr2015,Delmarva Public Radio,12364,10038,20272,0.423972824,0,0.084923973
Apr,2015,Apr2015,KAZU,12323,6427,21719,0.238091374,0.450783089,0.171305689
Apr,2015,Apr2015,KTTZ,12218,9940,19404,0.45220167,8.18E-05,0.023162547
Apr,2015,Apr2015,WRKF,12125,7534,24624,0.429030928,0.000659794,0.040247423
Apr,2015,Apr2015,88.1 WVPE,11960,6332,19549,0.373662207,0.001337793,0.40861204
Apr,2015,Apr2015,WUTC,11935,8515,18668,0.310431504,0.001508169,0.216589862
Apr,2015,Apr2015,KPBX,11903,6145,26448,0.257666135,0.153070654,0.308997732
Apr,2015,Apr2015,WAER Syracuse Public Media,11782,8542,20655,0.356985232,0.192327279,0.16363945
Apr,2015,Apr2015,Red River Radio KDAQ,11109,7811,21456,0.314519759,0,0.202538482
Apr,2015,Apr2015,KUNR Reno Public Radio,11057,6024,21867,0.360133852,0.000361762,0.273401465
Apr,2015,Apr2015,WMKY,10934,9359,16805,0.446314249,0.01015182,0.037863545
Apr,2015,Apr2015,PECONIC PUBLIC BROADCASTING,10823,8798,17419,0.369860482,0.0022175,0.123810404
Apr,2015,Apr2015,WQCS FM,10749,6913,17761,0.188761745,0,0.289143176
Apr,2015,Apr2015,KAJX,10685,7502,18529,0.65793168,0.041740758,0.022087038
Apr,2015,Apr2015,NIPR Northeast Indiana Public Radio,10187,6252,20199,0.383233533,0.080789241,0.226072445
