monthyr,name,session,users,pageviews,streaming event
April2014,WBUR,2623411,1882959,4090053,3.81E-07
April2014,minnesota public radio,2429176,1252794,4227087,0
April2014,KQED,2057228,1423761,3352694,9.72E-07
April2014,Southern California Public Radio,1586927,1224712,2194394,0
April2014,WHYY,652799,432475,942373,0.000914523
April2014,KPBS,545196,395232,960722,0
April2014,Oregon Public Broadcasting,530989,351898,1047103,0
April2014,Public Media for North Texas,495298,340128,895876,0.007615617
April2014,WAMU 88.5,494032,237833,890438,0
April2014,KEXP,382917,199028,820247,3.92E-05
April2014,Georgia Public Broadcasting,347195,251696,756583,0.000547243
April2014,WXPN,284842,209960,665513,5.62E-05
April2014,Michigan Radio,270595,183340,451796,0.209830189
April2014,WFUV,239530,91237,512007,0
April2014,Vermont Public Radio,237816,126067,471222,0.085027921
April2014,Colorado Public Radio,222909,98393,291893,2.24E-05
April2014,KUOW,222625,141022,434291,0.21358338
April2014,KUT,211544,146502,363938,0.160661612
April2014,ideastream,191443,109754,305023,0
April2014,Capital Public Radio,180584,113161,325779,0
April2014,Louisville Public Media,164474,104356,292814,0.115811618
April2014,KPLU,161392,108119,306398,0.114875582
April2014,St. Louis Public Radio,154405,108048,278485,0.089874033
April2014,North Carolina Public Radio - WUNC,153810,106330,274942,0.226948833
April2014,Houston Public Media,145838,86064,271775,0.200805003
April2014,KUSC,139024,54676,235180,0
April2014,WGBH,134293,106932,234082,0.086854862
April2014,NHPR,132141,90319,270355,0.184068533
April2014,WAMC Northeast Public Radio,123030,77824,250091,0.276664228
April2014,WBGO,113974,46857,293298,0
April2014,KCUR,113200,74015,208895,0.152650177
April2014,WKSU,111833,65904,201489,0
April2014,WABE,110908,73885,216985,0.207938111
April2014,WLRN,110781,79689,214756,0.197416524
April2014,NET Radio,105197,76340,188641,0.001055163
April2014,Maine Public Broadcasting Network (MPBN),97497,53652,188337,3.08E-05
April2014,Nashville Public Radio,95652,60933,169837,0
April2014,Capital Community Broadcasting,93523,66319,149656,0
April2014,WFAE,91979,65776,169060,0.206047032
April2014,WNPR,85027,60761,178365,0.165065215
April2014,KUNC,84923,58687,158871,0.18768767
April2014,WUWM 89.7 FM - Milwaukee Public Radio,82030,57070,165655,0.159880532
April2014,witf,75809,53722,151369,2.64E-05
April2014,KUAZ-AM/FM,74650,46643,165481,0.084447421
April2014,KSTX,71436,44854,128773,0.241474887
April2014,WESA,70102,47369,125863,0.180865025
April2014,WXXI Public Broadcasting,70067,49633,112104,0.083634236
April2014,Iowa Public Radio,67442,35288,131640,0.309970048
April2014,WRTI,67125,31440,175217,0.436886406
April2014,KUER,65133,35655,126706,0.33830777
April2014,Boise State Public Radio,63442,48055,118023,0.127943634
April2014,WYPR -Your Public Radio,60993,37080,115533,0.229272212
April2014,Cincinnati Public Radio,57816,41794,99309,0.127784696
April2014,89.9 WWNO,57137,36315,119062,0.298318078
April2014,WUSF Public Media,56760,40547,111203,0.015081043
April2014,Rhode Island Public Radio,55941,32603,107123,0.113297939
April2014,KALW,55393,37869,116756,0.239687325
April2014,WRVO Public Media,52598,30606,93628,0.246035971
April2014,Illinois Public Media,51546,22229,100309,0
April2014,Nevada Public Radio,51497,32012,104535,0.000310698
April2014,Wyoming Public Media,51012,34216,101101,0.194562064
April2014,West Virginia Public Broadcasting,50954,34941,101410,0.097166071
April2014,WUFT-FM,49774,36335,78134,0
April2014,WFYI,49717,27503,111267,0
April2014,KWSU,49236,31014,102807,0.272057031
April2014,Jefferson Public Radio,46577,21334,105438,0.237177148
April2014,MTPR,45072,24711,101150,0.295660277
April2014,WHRV FM,43962,19593,78270,0
April2014,WQED Multimedia,41876,26798,109215,0
April2014,WNCW,39806,17421,91600,0.308697181
April2014,WKAR,37463,22978,72942,0.118383472
April2014,WJCT,37320,30267,65551,0.091452304
April2014,Interlochen Public Radio,36902,27188,63002,0.157904721
April2014,WYSO,35692,26699,65247,0.198896111
April2014,WDAV Classical Public Radio,33940,17252,63450,0
April2014,WGCU,33718,21615,64084,0.125511596
April2014,WBHM 90.3 Birmingham,33428,32028,45092,0
April2014,South Dakota Public Broadcasting,33217,23313,113760,0.069000813
April2014,New England Public Radio,32979,19202,59829,0
April2014,WVTF & RADIO IQ,30986,18416,60654,0.174820887
April2014,South Carolina ETV Radio,30111,22667,32998,0.0022251
April2014,KWGS,29135,19575,59143,0.259893599
April2014,WSHU,28290,15922,57215,0.407847296
April2014,WFSU,27176,20565,49836,0.111937003
April2014,KMUW,27099,16319,57936,0.153658807
April2014,KLCC,27059,14720,56959,0.326545696
April2014,Ozarks Public Radio,26794,20521,44949,0
April2014,KUNM,26618,16368,59701,0.231422346
April2014,KBIA,25915,19124,52641,0.142002701
April2014,WNKU,25484,13252,54356,0.453578716
April2014,northern public radio,24983,14819,48784,0.315454509
April2014,KGOU,24967,17943,52628,0.167420996
April2014,WKMS,24598,17548,53005,0.087893325
April2014,WBFO,24414,20491,42983,0.064020644
April2014,KNAU,24345,16644,42448,0.270527829
April2014,WFDD,22825,14198,49620,0.32109529
April2014,WCLK,22706,12479,51590,0.477186647
April2014,WMFE,22632,14133,36459,0
April2014,WPSU,22574,16148,51104,0.004518473
